knee_angle,hip_angle,elbow_angle,shoulder_angle,velocity,rom,exercise
151.91648388447706,163.16635319256156,175.75793759734148,23.947360581187276,20.35950826764145,88.7811175818378,knee_flexion
150.89117615922822,173.5819291583086,153.8434089802664,19.00771875791134,50.78778266558393,86.33824944243008,knee_flexion
141.50920960645317,174.6828483981249,163.30242596481995,14.544774435695537,71.00432657174183,43.190862805208766,knee_flexion
156.21049375940657,168.94993197366193,172.74263220256123,17.09051936259737,116.77678268343936,84.65605606610988,knee_flexion
152.27067976590095,155.83916123555903,164.00163011181104,10.876075315744576,26.971844127430263,74.15244766212274,knee_flexion
149.58097247262538,179.0252919730263,159.77476074414454,17.40919412069738,61.65113924033887,49.47356795421429,knee_flexion
100.39372042683773,164.27114778677802,156.80728047152652,23.396279893650206,58.08671107595638,81.63390980289188,knee_flexion
146.02120816017992,159.37099924146122,174.96779404185602,26.095287149936038,52.62262169331919,54.4164051965122,knee_flexion
144.59964031799802,154.1925745082793,155.99724607425324,10.14724539502011,96.56168152523523,73.2425428296016,knee_flexion
146.4132302901068,173.42187093065903,163.7674732661502,21.374823919057874,25.37766979404232,45.72650367679867,knee_flexion
143.47223694323773,164.13288618429397,166.95708319443565,25.29997714832051,79.819015200065,67.6789700328998,knee_flexion
134.7365728596331,159.11850294187838,150.92453503703817,18.734347784647248,33.604314010148215,60.42643218623181,knee_flexion
158.27224586145329,157.01818457596022,151.749082250672,15.627677840439931,42.2953133543352,73.09582573634475,knee_flexion
134.56257218730227,173.51694627319242,169.92940620982162,18.12773722880141,99.54224231326381,48.3486459953852,knee_flexion
91.81696585070884,152.70143582326926,171.67078051789352,19.237544605027747,27.739895693696198,65.05223875516818,knee_flexion
102.18496821705347,170.8896112523321,163.38468826722092,17.62042452192965,43.16632980626642,71.51412965594443,knee_flexion
118.94500884427123,152.62949757948303,153.54017706361546,29.23795329099029,109.94387597783678,74.98535669053749,knee_flexion
111.26959691676157,179.07529132043172,173.36252711897384,24.33780378317991,59.42976523581675,53.61207809225795,knee_flexion
97.71127697227995,177.07807189631524,163.67328869500832,14.047267295904607,43.65522865657177,68.9609784470948,knee_flexion
104.14182263513854,175.69842852277128,172.7555858950563,24.389259119018735,57.53023437526141,71.36544203512216,knee_flexion
136.72783751301884,169.4953980466446,152.53332963419666,18.31614804341219,14.577559124808172,64.69954096222594,knee_flexion
116.38889698662283,154.3357256659814,153.10208903167654,21.75289144355424,28.765226539057473,86.25600591883986,knee_flexion
136.4848911760316,160.4060941360451,167.7274647444425,10.45607742059395,115.44151345655898,64.115171847145,knee_flexion
152.6188181800229,152.48189999767317,164.5997499251448,19.81413988709042,113.16091004724811,68.58640261880377,knee_flexion
127.8791520845563,158.0092698927568,159.94706992027656,20.413448049430755,58.28026063355514,41.08060399401652,knee_flexion
156.10335393554863,176.884823155193,154.20747266995832,21.08072287078099,21.943331524898788,73.61200465199059,knee_flexion
112.49870270712066,169.78267904075705,171.80983842860647,25.37294983835314,21.851504055148624,85.80059225688039,knee_flexion
